no,raw_tweet,clean_tweets,sentiment_label,,,Kolum,Deskripsi,
54,@fowtuna Sepertinya begitu tuna :) tp kemaren ada temen gue yg telat ngevote tp pilih pink. Tenang tun kamu tidak sendiri. You are not alone~ I am here with you~,"['@fowtuna sepertinya begitu tuna :) tapi kemaren ada temen saya yang telat memilih tapi pilih merah muda. tenang tun kamu tidak sendiri. kamu tidak sendiri~ aku di sini bersamamu~', '@fowtuna sepertinya begitu tuna :) tapi kemaren ada temen saya yang telat memilih tapi pilih merah muda. tenang tun kamu tidak sendiri. kamu tidak sendiri~ aku di sini bersamamu~']",isi ini,,,,,
55,@Yogasaja79 @MissBehaveInk @_Smrlina @indsane @LionAirID @lionairgroup Anyway sarannya ttp bisa di terima. Hanya saja kembali lagi. still not cool bro..,"['@Yogasaja79 @MissBehaveInk @_Smrlina @indsane @LionAirID @lionairgroup anyway sarannya tetap bisa diterima. hanya saja kembali lagi. masih tidak keren bro.', '@Yogasaja79 @MissBehaveInk @_Smrlina @indsane @LionAirID @lionairgroup anyway sarannya tetap bisa diterima. hanya saja kembali lagi. masih tidak keren bro.']",isi ini,,,,,
56,@stnrl sebenarnya melihat seseorang baik dan buruknya bukan berdasarkan agamanya tetapi emang lihat sifat orangya dan perilaku but not based his religion,"['@stnrl sebenarnya melihat seseorang baik dan buruknya bukan berdasarkan agamanya tetapi memang lihat sifat orangnya dan perilaku tapi tidak berdasarkan agamanya', '@stnrl sebenarnya melihat seseorang baik dan buruknya bukan berdasarkan agamanya tetapi memang lihat sifat orangya dan perilaku tapi tidak berdasarkan agamanya']",isi ini,,,,,
57,"YOU COME TO LOVE NOT BY FINDING THE PERFECT PERSON, BUT BY SEEING AN IMPERFECT PERSON PERFECTLY  SAM KEEN Kau mulai mencintai bukan karena menemukan seorang yang sempurna, tapi dengan sempurna melihat orang yang tak sempurna)","['kamu mulai mencintai seseorang bukan karena menemukan seorang yang sempurna, tapi dengan sempurna melihat orang yang sempurna sam keen kau mulai mencintai bukan karena menemukan seorang yang sempurna, tapi dengan sempurna melihat orang yang tak sempurna)', 'kamu mulai mencintai seseorang bukan karena menemukan seorang yang sempurna, tapi dengan sempurna melihat orang yang sempurna sam keen kau mulai mencintai bukan karena menemukan seorang yang sempurna, tapi dengan sempurna melihat orang yang tak sempurna)']",isi ini,,,,,
58,"Deat tim ECO, pls fix it the soonest...dari semalem offline, thx u. https://t.co/ZQb1FDs972","['tim eco yang terhormat, tolong perbaiki secepatnya. dari semalam offline, terima kasih. https://t.co/ZQb1FDs972', 'tim eco yang terhormat, tolong perbaiki secepatnya. dari semalam offline, terima kasih. https://t.co/ZQb1FDs972']",isi ini,,,,,
59,@robertronny @ateqahmad Paragon yang mostly Thai movies nya ada sub English,"['@robertronny @ateqahmad Paragon yang kebanyakan film thailand nya ada sub inggris', '@robertronny @ateqahmad Paragon yang kebanyakan film thailand nya ada sub inggris']",isi ini,,,,,
60,"Maret..Bulan nya boros, bulan nya mager, bulan nya baperan, bulan nya tidak produktif!..For me","['maret. bulannya boros, bulannya malas gerak, bulannya baperan, bulannya tidak produktif!. untuk saya', 'maret. bulannya boros, bulannya malas gerak, bulannya baperan, bulannya tidak produktif!. untuk saya']",isi ini,,,,,
61,"Our favourite Vice President nominees respect his people confidences | Calon Wakil Presiden kesukaan kita menghormati rasa percaya rakyatnya. @ Jakarta, Indonesia https://t.co/3Rt4A4fwFj","['calon wakil kesukaan kita menghormati rasa percaya rakyatnya | calon wakil presiden kesukaan kita menghormati rasa percaya rakyatnya. @ Jakarta, indonesia https://t.co/3Rt4A4fwFj', 'calon wakil favorit kita menghormati rasa percaya rakyatnya | calon wakil presiden favorit kita menghormati rasa percaya rakyatnya. @ Jakarta, indonesia https://t.co/3Rt4A4fwFj']",isi ini,,,,,
62,"@zarazettirazr @wotonnie @YouTube Sabtu lalu di Dnpsr stlh Lombok, keliatan blio lelah but he did very well.....Insya Allah sgr sht lahir bathin Prof @rockygerung ksyngn ummat","['@zarazettirazr @wotonnie @YouTube sabtu lalu di denpasar setelah lombok, kelihatan beliau lelah tapi dia melakukannya dengan baik. insya allah segera sehat lahir batin prof @rockygerung kesayangan umat', '@zarazettirazr @wotonnie @YouTube sabtu lalu di denpasar setelah lombok, kelihatan beliau lelah tapi dia melakukannya dengan baik. insya allah segera sehat lahir batin prof @rockygerung kesayangan umat']",isi ini,,,,,
63,Manusya2 sampah bisanya cuma kek gitu. There r not human being  https://t.co/UGaSO9eJ0Z,"['manusia-manusia sampah bisanya cuma seperti begitu. mereka bukan manusia https://t.co/UGaSO9eJ0Z', 'manusia-manusia sampah bisanya cuma seperti begitu. mereka bukan manusia https://t.co/UGaSO9eJ0Z']",isi ini,,,,,
64,"@snowangja @hyuktea @navicology kenal sih kir aq sama dy.tmn jg, cuma not dat freaking close sampe taraf ap pun dikasih","['@snowangja @hyuktea @navicology kenal sih kir aku sama dia. teman juga, cuma tidak terlalu dekat sampai taraf apapun dikasih', '@snowangja @hyuktea @navicology kenal sih kir aku sama dia. teman juga, cuma tidak terlalu dekat sampai taraf apapun dikasih']",isi ini,,,,,
65,"@yutisijw u not alone, bcs ku nonton debat","['@yutisijw kamu tidak sendiri, karena ku tonton debat', '@yutisijw kamu tidak sendiri, karena ku tonton debat']",isi ini,,,,,
66,"@FANBASEBOKEP2 Tahan..tgg sbntr. Berhenti sejenak atau melangkah mundur gpp ko. Dr situ bs liat lg semua yg ada. See, its not tht bad. Msh bnyk yg bs dilakukan, msh bnyk peluang, msh bnyk yg bs bikin km bahagia. All u need is stop n step back a bit, then u can run & jump high","['@FANBASEBOKEP2 tahan. tunggu sebentar. berhenti sejenak atau melangkah mundur tidak apa-apa kok. dari situ bisa lihat lagi semua yang ada. lihat, tidak seburuk itu. masih banyak yang bisa dilakukan, masih banyak peluang, masih banyak yang bisa buat kamu bahagia. yang kamu butuhkan adalah berhenti dan mundur sedikit, lalu kamu dapat berlari & melompat tinggi', '@FANBASEBOKEP2 tahan. tunggu sebentar. berhenti sejenak atau melangkah mundur tidak apa-apa kok. dari situ bisa lihat lagi semua yang ada. lihat, tidak seburuk itu. masih banyak yang bisa dilakukan, masih banyak peluang, masih banyak yang bisa bikin kamu bahagia. yang kamu butuhkan adalah berhenti dan mundur sedikit, lalu kamu dapat berlari & melompat tinggi']",isi ini,,,,,
67,@natashaurora youre not aloneee wkwkwk,"['@natashaurora kamu tidak sendirian wkwkwk', '@natashaurora kamu tidak sendirian wkwkwk']",isi ini,,,,,
68,@vnrhmyn @afrkml Interstellar paling recommended sih. The Martian tntang astronot yg bertahan hidup di mars sendirian. Kalo mau yg ada romancenya bisa nonton The Space Between Us,"['@vnrhmyn @afrkml interstellar paling recommended sih. the martian tentang astronaut yang bertahan hidup di mars sendirian. kalau mau yang ada percintaannya bisa tonton the space between us', '@vnrhmyn @afrkml interstellar paling recommended sih. the martian tentang astronaut yang bertahan hidup di mars sendirian. kalau mau yang ada percintaannya bisa tonton the space between us']",isi ini,,,,,
69,"asdfghjkklq02fkg03!?&gt;SLFest[s03. Udah hampir jadi, malah not responding. Tit.","['asdfghjkklq02fkg03!?&gt;SLFest[s03. sudah hampir jadi, malah tidak merespon. dada.', 'asdfghjkklq02fkg03!?&gt;SLFest[s03. sudah hampir jadi, malah tidak merespon. dada.']",isi ini,,,,,
70,Buat yang nungguin after credit kedua nya Capt Marvel mening gausaaaaa not worth ur time,"['buat yang menunggu setelah kredit keduanya captain marvel mending tidak usah tidak sepadan dengan waktumu', 'buat yang menunggu setelah kredit keduanya captain marvel mending tidak usah tidak sepadan dengan waktumu']",isi ini,,,,,
71,Sa lu kan jutek ma orang baru....You know me so well berarti lah yahhhhh.... ..Yaaa hahahahaaaaaaa... Jutek ma jaga jarak emang beda tipis tebal...,"['sa kamu kan jutek sama orang baru. kamu mengenalku dengan baik berarti lah ya. ya hahahahaa. jutek sama jaga jarak memang beda tipis tebal.', 'sa kamu kan jutek sama orang baru. kamu mengenalku dengan baik berarti lah ya. ya hahahahaa. jutek sama jaga jarak memang beda tipis tebal.']",isi ini,,,,,
72,@tubbirfess Not biased tp disini dia keren + cantik banget gila,"['@tubbirfess tidak bias tapi di sini dia keren + cantik sangat gila', '@tubbirfess tidak bias tapi di sini dia keren + cantik sangat gila']",isi ini,,,,,
73,"@jarakndaberarti Iyaaa aku k sana acara kampus gt kan, (curcol ni) dia nanya apk di email perlu tulisin detil harga, trus gue jwb, kl baru undangan gausa, kl uda lanjut baru masukin..eh dia bilang ""answer with what i want, oke or not oke""..jd doi kyk membatasi gt, kayak ga terima perkembangan gt","['@jarakndaberarti iya aku ke sana acara kampus begitu kan, (curcol ni) dia tanya apakah di email perlu tulisi detil harga, terus saya jawab, kalau baru undangan tidak usah, kalau sudah lanjut baru taruh. eh dia bilang ""jawab dengan apa yang saya inginkan, oke atau tidak oke"". jadi doi seperti membatasi gitu, seperti tidak terima perkembangan begitu', '@jarakndaberarti iya aku ke sana acara kampus gitu kan, (curcol ni) dia tanya apakah di email perlu menulisi detil harga, terus saya jawab, kalau baru undangan tidak usah, kalau sudah lanjut baru taruh. eh dia bilang ""jawab dengan apa yang saya inginkan, oke atau tidak oke"". jadi doi seperti membatasi gitu, seperti tidak terima perkembangan gitu']",isi ini,,,,,
74,Wow... elektabilitas yg terus menurun hingga dibawah 50% sbg petahana dg berbagai keuntungan yg ada sementara waktu pilpres msh 1 bln lg..?..It's really not good... ..https://t.co/rgUoAN1stl,"['wow. elektabilitas yang terus menurun hingga dibawah 50% sebagai petahana dengan berbagai keuntungan yang ada sementara waktu pilpres masih 1 bulan lagi? ini benar-benar tidak baik. https://t.co/rgUoAN1stl', 'wow. elektabilitas yang terus menurun hingga dibawah 50% sebagai petahana dengan berbagai keuntungan yang ada sementara waktu pilpres masih 1 bulan lagi? ini benar-benar tidak baik. https://t.co/rgUoAN1stl']",isi ini,,,,,
75,"Masih ada aje orang dagang gak ngasih tau harga...""DM for price"" like, WTF, do you want my money or not?? https://t.co/fAFlAUEnik","['masih ada saja orang dagang tidak kasih tau harga. ""dm untuk harga"" seperti, wtf, apakah kamu mau uangku atau tidak? https://t.co/fAFlAUEnik', 'masih ada saja orang dagang tidak kasih tau harga. ""dm untuk harga"" seperti, wtf, apakah kamu mau uangku atau tidak? https://t.co/fAFlAUEnik']",isi ini,,,,,
76,"@indomymenfess So what, setting di bagian yang Reff dijamin kaget ..Not today sama Fire juga","['@indomymenfess terus kenapa, pengaturan di bagian yang reff dijamin kaget. tidak hari ini sama api juga', '@indomymenfess terus kenapa, pengaturan di bagian yang reff dijamin kaget. tidak hari ini sama api juga']",isi ini,,,,,
77,"bullsit ajg not as easy as what you think bitch, karena apa?duit bisa segalanya bosQue,","['omong kosong anjing tidak semudah apa yang kamu pikir pelacur, karena apa? duit bisa segalanya bosque,', 'omong kosong anjing tidak semudah apa yang kamu pikir pelacur, karena apa? duit bisa segalanya bosque,']",isi ini,,,,,
78,"Dan bagi yang bertanya tanya apa saja paket saya.....Paketku All Service but not only about sex .Bisa juga Hangout & Trip Together .Dan soal My Fee,.Saya kasik tau MENDING MAHAL DIKIT...dari pada MURAH TAPI MALING / NIPU .NOTED .Langsung DM or wa yang berminat ya...","['dan bagi yang bertanya-tanya apa saja paket saya. paketku semua layanan tapi tidak hanya tentang seks. bisa juga ngumpul & perjalanan bersama. dan soal biaya saya, saya kasih tahu mending mahal dikit. dari pada murah tapi maling / nipu. dicatat. langsung dm atau wa yang berminat ya.', 'dan bagi yang bertanya-tanya apa saja paket saya. paketku semua layanan tapi tidak hanya tentang seks. bisa juga ngumpul & perjalanan bersama. dan soal biaya saya, saya kasih tahu mending mahal dikit. dari pada murah tapi maling / nipu. dicatat. langsung dm atau wa yang berminat ya.']",isi ini,,,,,
79,maenan edukasi yang hadir di 68 negara dan dapat lebih dari 100 penghargaansolusi tumbuh kembang anak .. K's Kids not just a toy ..Our Store.- Jl. Batanghari No.1 Cideng.- Lotte Shopping Avenue... https://t.co/8s8mK1mt2k,"[""mainan edukasi yang hadir di 68 negara dan dapat lebih dari 100 penghargaan solusi tumbuh kembang anak. k's kids bukan hanya mainan. toko kami. - jl. batanghari no.1 Cideng. - lotte shopping avenue. https://t.co/8s8mK1mt2k"", ""mainan edukasi yang hadir di 68 negara dan dapat lebih dari 100 penghargaan solusi tumbuh kembang anak. k's kids bukan hanya mainan. toko kami. - jl. batanghari no.1 Cideng. - lotte shopping avenue. https://t.co/8s8mK1mt2k""]",isi ini,,,,,
80,"Budayakan membaca DETAIL sebelum chat yaaa as written on my BIO aku tuh exclude. Dan please,i'm not a bloody tradisonal market. So no nawar nawar","['budayakan membaca detil sebelum mengobrol ya seperti yang tertulis di bio saya aku tuh pengecualian. da tolong, saya bukan pasar tradisional. jadi tidak ada nawar-nawar', 'budayakan membaca detil sebelum mengobrol ya seperti yang tertulis di bio saya aku tuh pengecualian. da tolong, saya bukan pasar tradisional. jadi tidak ada nawar-nawar']",isi ini,,,,,
81,"Tapi iya juga sih sebenernya. U don't hv to say sorry. U're not that wrong. Itu guenya aja yg emang lagi moody-an mungkin, jd gampang cranky..Hehe but I appreciate kok.","['tapi iya juga sih sebenarnya. kamu tidak perlu minta maaf. kamu tidak salah. itu sayanya saja yang emang lagi murung-an mungkin, jadi gampang dongkol. hehe tapi saya hargai kok.', 'tapi iya juga sih sebenarnya. kamu tidak perlu minta maaf. kamu tidak salah. itu sayanya saja yang memang lagi murung-an mungkin, jadi gampang dongkol. hehe tapi saya hargai kok.']",isi ini,,,,,
82,"percayalah bukan gue yg ngerubah elu. One day you will find the right one, thats not me.","['percayalah bukan saya yg merubah kamu. suatu hari kamu akan menemukan yang tepat, yang bukan saya.', 'percayalah bukan saya yang mengubah kamu. suatu hari kamu akan menemukan yang tepat, yang bukan saya.']",isi ini,,,,,
83,"Namun, fakta berikut ini bisa jadi membuatmu berpikir ulang sebelum memutuskan prinsip hidup Single? Why not?! https://t.co/2zr34OdWHV","['namun, fakta berikut ini bisa jadi membuatmu berpikir ulang sebelum memutuskan prinsip hidup lajang? kenapa tidak?! https://t.co/2zr34OdWHV', 'namun, fakta berikut ini bisa jadi membuatmu berpikir ulang sebelum memutuskan prinsip hidup lajang? kenapa tidak?! https://t.co/2zr34OdWHV']",isi ini,,,,,
84,"@askmenfess Case per case basis ya non. Karena gue gak terlalu attach dgn keluarga, dengan senang hati malah. Tapi mungkin faktor kerja, bisa dilihat dulu, ngga mungkin downgrade dong. Kalau dia anak sultan, why not? Bisa rintis usaha, apalagi era 4.0, usaha udah gak landed base.","['@askmenfess kasus per kasus dasar ya non. karena saya tidak terlalu dekat dengan keluarga, dengan senang hati malah. tapi mungkin faktor kerja, bisa dilihat dulu, tidak mungkin menurun dong. kalau dia anak sultan, kenapa tidak? bisa rintis usaha, apalagi era 4.0, usaha udah tidak landed base.', '@askmenfess kasus per kasus dasar ya non. karena saya tidak terlalu dekat dengan keluarga, dengan senang hati malah. tapi mungkin faktor kerja, bisa dilihat dulu, tidak mungkin menurun dong. kalau dia anak sultan, kenapa tidak? bisa rintis usaha, apalagi era 4.0, usaha udah tidak landed base.']",isi ini,,,,,
85,"""History is not the study of the past, it's the study of the change."" Andai saja pelajaran di sekolah dibikin se-menarik ini, pasti lebih seru https://t.co/EiNAswdVFe","['""sejarah bukanlah pelajaran tentang masa lalu, ini adalah pelajaran tentang perubahan"" andai saja pelajaran di sekolah dibikin semenarik ini, pasti lebih seru https://t.co/EiNAswdVFe', '""sejarah bukanlah pelajaran tentang masa lalu, ini adalah pelajaran tentang perubahan"" andai saja pelajaran di sekolah dibikin semenarik ini, pasti lebih seru https://t.co/EiNAswdVFe']",isi ini,,,,,
86,"Membahayakan. Udah saatnya ""berkreasi"" mengunakan Hemp untuk bahan baku pembuatan plastik yang aman, murah, dan ramah lingkungan...Karena plastik-plastik berbahan dasar Hemp hanya perlu beberapa minggu, bahkan beberapa hari untuk terurai...Yes, don't panic, Hemp not marijuana. https://t.co/WvuPykwFna","['membahayakan. sudah saatnya ""berkreasi"" mengunakan rami untuk bahan baku pembuatan plastik yang aman, murah, dan ramah lingkungan. karena plastik-plastik berbahan dasar rami hanya perlu beberapa minggu, bahkan beberapa hari untuk terurai. ya, jangan panik, rami bukan ganja. https://t.co/WvuPykwFna', 'membahayakan. sudah saatnya ""berkreasi"" mengunakan rami untuk bahan baku pembuatan plastik yang aman, murah, dan ramah lingkungan. karena plastik-plastik berbahan dasar rami hanya perlu beberapa minggu, bahkan beberapa hari untuk terurai. ya, jangan panik, rami bukan ganja. https://t.co/WvuPykwFna']",isi ini,,,,,
