index,sentimen,Tweet
552,0,member aku ade cite kat aku yang dibreak up dgn gf die time dia cerita suddenly dia menangis weyh 5 tahun bersama kot 
553,0,ni kalau aku rt org beranak mahu efa tk nk beranak kalau tgk 
555,1,senang senang je aku diperbodohkan duluob sob 
556,1,ngantuk aku tidur dulu jangan khawatir besok aku masih mencintaimu seperti biasanya besok aku masih ngirim pesan seperti 
558,1,mauu dm aku
559,1,karena aku percaya allah sdh mentakd 
560,0,tipu je aku tak pakai makeup 
561,0,lagi duit aku dh habis aku lagi lost sia hais 
562,0,aku percaya kamu sebaliknya yang ga kupercayai adalah diriku sendiri aku ga punya kepercayaan diri untuk mencintai celty
564,0,aku baru liat trailernya kok gak mudeng otak kiriku ya 
565,0,kamu aja ga cape ngeboong aku juga ga cape diboongin
566,1,iya bener hahaha aku uda folback wlpun jarang pake ig hahaha fbmu apa 
568,1,jeffan jangan manis manis banget donk nanti aku diabetes 
569,0,sorry la aku mmg turn off betul kalau perempuan pegi clubbing niebab aku sendiri tak pergi kau bayangkan sempit sem 
570,0,jika sudah tercekam tak ada yg harus diucapkan diamlah jangan berfikir aku harus bicara apa ya nanti bisa2 nafsu yg bica 
571,0,aku gampang bgt nangis liat foto hewan terutama kucing yg luka aja aku nangis
572,1,aku cinta diriku sendiri 
574,0,aku penatlah nak berpura pura suka pada orang yang menyusahkan aku bila kau susah aku tak kisah pun orang lain nak tolo 
577,0,aku dah pms tok ada jak nebiak nak ngaco emosi aku koh aku eh siku dah burok lebam entam planking jakjak carik la 
579,0,hai masih ingat akueseorang yang kau buat terbang tinggi lalu dengan kejamnya kau hempaskan aku begitu saja mengata 
581,1,gigih nau
582,0,denganmu aku bahagia hidupku di penuhi warna namun jika kamu tinggalkan aku mungkin yang terisa hanya derita yang hanya ak 1000katasayang
584,1,thanks wey sebab kau berani lagi tegur aku walaupun aku dah tak suke
588,0,wanita yang paling malang di dunia adalah wanita yang tersalah pilih suami isteri adalah cerminan suami cantik suamimu cant 
589,0,bener kalo kita merasa dia berubah dari awal ketemu sebenernya dia ga berubah tapi itulah sifat aslinya dia dulu dia baik 
590,1,aku berada ditempat dimana aku bisa menjadi seseorang yg berjalan diatas kakinya sendiri aku berada ditempat dimana aku bi 
594,1,aku suka perempuan yang susah nak dapat tapi tulah susah betul nak dapat 
595,0,koreaelatan jerman kudampingi kau dari nol sampai mapan eh kamu malah pilih yg lain buat ke pelaminan 
596,0,commitmentetakat kehulu hilir together tapi tak put effort nak kahwin baik tinggalkan je bazir masa 
597,1,aku suka jinkook 
599,0,sorry bro saya lah perempuan tu tapi saya kelam kelibut bukan sebab takut awak tapi sebab baru teringat yang plug ir 
602,0,so aku pergi klinik sebab muntah tengok carta organisasi dia buatkan aku nak tergelak apa ni wei 
603,0,hati aku kecewa aku sedih aku aku sorang je tahu orang lain tak tahu 
608,1,aku tahu kau boleh sabar k 
609,1,aku sumpah cheese ni penyelesaian segala masalah kat malaysia nak kedai makan laris jual makanan dengan cheese nak b 
610,0,owalah wo prabowo kamu ini yg dukung ulama 212 fpi dkk pks dan partainya amien rais lha kok pake analogi godfather o 
611,1,jika aku bisa memutar kembali waktu aku tidak akan memutarnya karena aku tau kamu sdh bahagia dan beginilah seharusnya 
613,0,j kamu jangan macem macem ya aku bakal ngawasin kamu dari sini 
614,1,berarti aku sepecial 
616,1,aku nak pesan satu benda penting ni hargai orang yang masih ada kat dunia ni especially ur mom dad grandma pa siblin 
617,1,aku xpernah tengok mak bahagia sebahagia dye hidup dengan pakcik mak yg dulunya sedih susah dah mule ade sinar bah 
619,0,aku ga bilang ini bakal negatif ya tapi aku cuma mau jaga2 aja kapok lah disalahkan terus penilaian negatif keti 
622,0,tak okay langsung sampai nak video call apa bagai gatal apaa kalau aku mmg tak okay aku yg ada kawan lel 
623,0,gf u ni mmg babi babi babi babi bf gf dah lah tak hensem babi pulak tu pergi mampos jela ingat aku hadap ke kau 
627,0,haa ini ya mana aku tau yg jual bra mas mas gara dia sekarang kalo chat seller shopee aku ga pernah lagi mangg 
628,0,percuma baik kalo gak mau sama aku 
629,1,gua dinyanyiin raisa lagunya mantan terindah ya allah aku terharu 
630,0,orang selalu kata aku penat when dia sebenarnya tengah rasa sedih 
633,0,aku berharap aku gak megang kelas bawah lagi 
635,1,kok aku minat yg 20 ya pen nonton magic kaito berapaan 
637,0,masalahnya kau bangga kot kena cat called ngan mat salleh ingat ktorg lupa 
638,0,aku join sekali tambah syiling biar mampos jahanam dua ekor tu
642,0,aku ngiwo koe nengen aku lungo ojo kangen 
645,1,tiap salam buat suami aku exo di korea paaak 
646,1,sesungguhnya penguasaan diri adalah penanda dari kedewasaan seseorangelamat buat kamu yang memang benar benar sudah b 
648,1,temen doakan aku ya biar bisa dilancarkan buat ngerjain skripsi terutama bulan ini 
650,0,hati aku kecewa aku sedih aku aku sorang je tahu orang lain tak tahu 
653,0,ketika aku cemburu dan marah pada mu jangan bosan untuk menjelaskan kebenarannyaabar dengan sikapku yang kadang melelahka 
654,1,kalau kamu mau dihormati harus mau menghormati
655,0,aku salah ckp ke 
658,1,ambik aku pls hahahahaha
659,0,aku penat korang nampak aku main tapi dalaman aku perasaan aku jangan nak sesuka hati judge org 
660,1,aku di bilang akun bisyar receh katanya iya gpp kok klo yg berasa highclass seh beda ya di senyumin aja 
664,0,tu lah aku letih la jgok nk delete bendo tulo ni dio jd automatic post sediri
666,1,ya tuhanku jadikanlah negeri ini mekah negeri yang aman dan jauhkanlah aku beserta anak cucuku daripada menyem 
670,1,siang happy friday sholat jum'at nya jangan lupa ya aku habis ada kegiatan terus nanti ada latihan bareng team j s 
671,1,aku syg kamu martinricaardo dan kamu donimodali1olehyakub
672,0,nasib aku orang johor and stay perak study perlis that's why i'm not single 
673,0,gemas banget ya allah wkwkwk ini orderan dari tgl 10 belum dikirim ownernya sempet tlp sih barang kosong jadi ra 
675,1,uhan dalam tidurku malam ini aku mohon engkau siapkan rezeki surprise yang bagus untukku esok hari aamiin
676,0,bahagiaku kamu bahagiamu aku kenapa malah selalu ada celah untuk dia 
678,0,ni mesti jenis melayan ni dah layan lelaki ni lepas tu layan lelaki lain pulak lepas tu play victim kata tak in r 
680,1,adek tingkatmu kocak ae rek ngekek aku 
682,1,aku jokowilagi 
684,0,ka kalo suka bilang jangan di empet empet kalo ngelarang ngelarang jdi aku tau alesannya
687,0,memang aku ni salah je di mata orang takde satu kebaikan pun yang aku buat yang orang akan hargai terima kasih untuk selama ini 
691,0,jadi apa kamu percaya kata orang orang itu tanyaku mengapa harus aku percayaemua orang bebas berpendapat 
693,0,kepada perempuan yang tak tau leher tu juga aurat tak kisah lah kau pakai turban ke serban ke lantak kau parents kau tak t 
695,0,bagaimana kamu bisa meyakinkan kami bahwa kita sama2 mencintai nkri mencintai presiden nkri yg sah saja kamu tidak mampu 
698,1,if si keli tu boleh jadi femes apantah lagi aku kan kahkahkah 
700,1,aku nk bantu dia slagi aku mampu 
701,1,kamu belum tentu lebih baik darinya dia belum tentu lebih baik darimu di balik fakta siapa lebih kaya secara materi le 
703,0,pejantan alfa amp induknya dibunuh leher bayinya diikat karena akan dijadikan hewan peliharaan jangan beli amp pelihara anak 
705,1,siang boss qu jgn lupa makan siang dan selalu pentingin kesehatan kamu yaemangat untuk perfom nya nanti ya
706,0,aku dulu lahir di jogja jogja dijuluki kota berhati nyaman pantes aja aku langsung pake hati kalo udah nyaman dikit 
707,0,sampai sekarang do aku tertanya tanya apa faedahnya kita belajar tiup recorder masa sekolah rendah dulu 
709,1,anak jiran aku umur 3 tahun bagitau 'bf ko gay kak sbb tu dia dah taknak pegang tetek ko laangsung' hahahahahaahahaha 
712,0,iya kak maaf aku salah 
714,0,aku confuse dgn penjual kt malaysia ni macam asik tunjuk kekayaan je nak jual ke nak show off tunjuk kekayaan then 
716,1,boleh tak aku nak cakap yang aku dah minat drama korea hahahha sial lah hahahaha
717,0,kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kau kau tak perl 
718,0,rasanya kebas perasaan marah sedih kecewa ga bisa dirasain lagi entah kemampuan mengolah rasa semakin baik atau 
720,0,space memori lelaki banyak kosong sebab tak perlu nak ingat benda bodo pakai apa 6 tahun lepas salah apa 3 tahun lepas mak 
721,1,sesungguhnya aku hanya tinggal bersabar dan mematuhi nasihat baik kebaikan yang kulakukan adalah untukku
722,1,gag aku mah baik
723,1,bwahahah aku sih pasti beli dua cuma ya mengingat harus beli albumnya beli phy juga qu bisa apa qaqa
724,1,luvluv teman aku yg kordes
726,1,aku cuba nak amalkan sikap pergi mampus tapi sayang aku gagal sebab aku jenis mudah kesian dan mudah memaafkan 
728,0,aku tak faham betul lelaki tak suka perempuan pakai makeup 
731,0,aku tak faham betul jenis orang malaysia yang tak reti nak sangkut balik hose tu aku geli bodoh nak pegang 
732,0,perempuan sampah perempuan tu eh yg sampai aku tak 
734,0,bodo betul aku terhibur bodo ada member ceni 
738,1,acara keren enterpreneurchool 2018 yg diadain sama ini wajib kamu datengin deh intelektual muda apalagi 
742,1,andai pun kita menyerah dan berkata sudah kau dan aku adalah kita yang terindah 
743,0,tolong lah setiap hari tu sebelum tidur tanya diri sendiri dan self reflect perangai babi sampah apa ye aku buat harini 
745,0,bila diam je terus kena label kita ni sombongebenarnya aku tak sombong pun just malu and at the same time aku jaga adab juga 
746,0,dulu aku selalu dengar orang kata menangis tanpa keluar suara itu lah sakit yg paling mendalam sebenarnya now i feel that 
747,0,jadi pengen ngmg sepenggal kalimat yg sering jun ucapin di ff itu ayo bertengkar aku gasuka liat kalian rukun 
748,1,jangan bersedih brader 
751,0,sebenarnya takyah la ciri yang bagus pun biar la dia gelap ke kerja cukup makan ke bila dah sayang dia la paling 
752,1,pintar itu harus beradab klo hanya pintar aja iblis juga pintar apakah anda juga iblis aku lebih 
753,0,takkan aku nak curi feedback orang semata2 nak attract cust tu bukan cara aku bisnes ada jatuh bangun ni mental kena kuat
759,0,aku lagi berhalangan 
760,0,aku semalam hundred percent takde moodampai kan shuben peluk aku then sayang kenapa ni marah marah abang kan a 
762,0,apa guna aku amik lesen kalau tak bagi aku driveupportla anak ni sikittttt hem 
765,1,jangan percaya dengan apa yang sedang kamu baca termasuk tweet ini ingin ngakak sendiri saat nulis ini 
767,0,tydack percaya aku 
768,0,aku tak boleh kalau orang tengok aku buat kerja automatik jadi bodoh
769,0,ku kira aku introvert ternyata karna nga punya uang aja jadi males ke mana mana 
772,1,awalnya mereka mentertawai apa yg kamu ciptakan lalu mereka mengikuti apa yg kamu ciptakan selanjutnya mereka bangga dg 
773,1,anak jiran aku umur 3 tahun bagitau 'bf ko gay kak sbb tu dia dah taknak pegang tetek ko laangsung' hahahahahaahahaha 
774,1,yang tau aku ya cuma aku sendiri sama tuhan jadi jangan pernah ngejudge seenaknya 
776,0,aku ingatkan gagal tadbir negara dengan elok je dia salahkan bn nak bertanding kepentingan parti sendiri pon salahkan bn 
780,1,aku yang baik 
781,1,saya suka video aku tanya pak jokowi pakai bahasa jawa 
782,1,al quran is the answer for everything that happens in this world termasuk alam semesta ini gimanaetiap permasala 
783,0,nuduh selingkuh kok habis putus kamu kok kayak aziz gagap lucumu garing
784,1,aku teringat ke hehe
785,0,sorry bro saya lah perempuan tu tapi saya kelam kelibut bukan sebab takut awak tapi sebab baru teringat yang plug ir 
786,0,aku oleng nder
788,1,ya allah aku berlindung kepada mu dari siksa kubur dari siksa neraka jahannam dari fitnah hidup dan mati dan dari f 
791,0,sayang maaf aku egois aku pengen balikan yuk kita putus 
792,1,akan ada masa dimana kamu yg dulunya selalu ngasih kabar ke orang tua dengan ucapan sprti ini ma pak uang anakmu habis 
793,0,kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kau kau tak perl 
796,0,tapi dlm hati ngedumel dan kesel liat calon2 tentara ini yg gak ngerti budaya antri pengen juga kubilang mas nya 
799,0,kenapa nasib aku selalu malang 
801,1,suami pun dah macamherlock nak kena berfikir bagai utk dapat jawapan power haha
805,0,argh semua sembang penat dah ajak semua busy koyak aku
807,0,kekadang rasa nak sakit je terlantar dekat hospitalebab aku nak tengok siapa yang peduli datang tengok aku selain family 
809,1,tuhan bijakkanlah aku dalam mengkhawatirkan masa depanku agar aku tak melumpuhkan masa kini ku
811,0,gipewei lagi sedih nih aku seokjin rt fllw rep pict seokjin tag klo mau doain aku juga gpp ga juga gpp 
819,1,aku tak power mana pun masak memasak nie tapi aku harap bila dah kawin nanti setiap hari aku dapat masakkan suami aku d 
820,0,mu maaf kalau disgusting aku lagi bruntusan banget wajah banyak bopeng dan banyak noda hitam bagusnya pakai a 
821,1,aku tak akan menarik kembali kata kataku karena itulah jalan ninjaku 
823,1,jika kamu ingin melupakan rasa marah terhadap seseorang ingatlah kebaikannya 
825,0,marahin aku tu koooo kompor
828,1,pertama kalinya ada yg ngadain ga sekaligus 2x baik bgt kakanya terhura aku 
829,0,j kamu jangan macem macem ya aku bakal ngawasin kamu dari sini 
831,1,aku lebih mencintai orang yang menegurku daripada orang yang memujiku kerana orang yang menegurku sebenarnya menyelama 
833,0,aku tak faham betul lelaki tak suka perempuan pakai makeup 
836,1,kalo dia anggap kamu sahabat mau semarah apapun dia gak akan bisa benci lama lama pasti balik lagi 
841,1,bukan nak kata aku ni berani tapi kita tak boleh takut sangat dengan benda ni kita kena takut dengan allah je tapi ke 
842,1,aku merasakan sebuah pencerahan hari ini 
844,1,aku terhibur dendangan si ikan kaloi td talented huwaaaa
845,1,haha mau ketawa ngakak di depan muka kamu boleh gasih 
846,0,bodo amat ah yang lagi limit sama sensi gue undang buat dateng ditungguin pokoknya dateng belakangan ju 
848,0,if you guys dapat call dari no ni then dia kata salah masuk topup jangan percaya this one scammer yg try hard cari s 
849,1,aku mulai mendewasakan cinta membiarkan kata katamu amarahmu egoismu keras kepalamu lepas dari tubuhmuedangkan aku 
850,0,kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kau kau tak perl 
851,0,kalian anak smk suka kesel gak sih kalo diejek otaknya cetek sama anak sma kan kadang adatuh anak sma yg sok die 
854,0,sekelas jack ma aja males mati di kantor lah aku 
855,0,aku kalau dah sakit hati dengan orang muka orang tu pun aku malas tengok 
856,0,duh serem
859,0,see sapa yang paling bullshit 
860,0,aku ambyar 
863,0,cuma nk cakap la aku tak pernah rasa sebodoh ini time math yew
864,0,dan aku pantang bila tengok mak pak yang jadi bodo n buat bodo bila anak misbehave kat public 
865,0,sorry la aku mmg turn off betul kalau perempuan pegi clubbing niebab aku sendiri tak pergi kau bayangkan sempit sem 
866,0,aku kalo ibuku ngomong jangan males begitu nanti kamu punya anak males juga dalem hat 
867,1,malu ah keliatan menel aku wkwkwkwkwk
870,1,terserah sampeyan mau bilang apa tapi aku manut habib luthfi dan khryarif rahmat bahwa bendera yg dimaksud dngn liwa dan 
871,1,iya kamu dari bali yaekalian mutualan yuk aku juga dari bali 
872,1,iya iya aku jg brcanda yang td wkwk
873,0,ih engga masih jabar maksud aku 
874,0,assalam macam mana lelaki boleh ingat jalan jauhelekoh belok2 tanpa rujuk maps even pernah pergiekali je kalau aku 
875,0,bodola emma tak jadi aku nak murung harini 
876,0,yang kangen sama aku mana nih retweet nya say 
878,1,ada aku 
879,0,aku dilahirkan di bumi ni memang untuk jaga hati semua pihakampai hati aku barai pun tak ada orang kesah hmm
882,0,shit susah sial muka cina semua dtg kat aku and just shoot me up with mandarin dayum boi 
883,0,satu je aku kalau dah fed up mmg aku fed up ah tu tak kisah la dgn sapa 2 pun 
884,0,hah lagi kamu tuh cari tempat yang enak jgn di kebon belakang rumah pak rw ya jelas digrebek 
887,1,yg aku butuh interaksi dari 95l 99l yuk yg line segitu kuy mutualan nanti ku follow tapi auto followback ok rt aja 
889,1,aku suka lovitta amp aliqa 
890,1,ini yg namanya indonesia ini yg namanya toleransi ini yg namanya bhineka tunggal ika peti jenasah pendeta oma palese man 
891,0,minta ais batu je la anjir 
892,0,ini engga ada yang bisa aku stalk apa ya 
893,1,senangnya aku klo km ajak ke sana
894,0,takada masa aku susah
896,1,ya allah ya tuhanku kau lindungilah kedua ibu bapaku disaat aku berjauhan dengan mereka 
897,1,angeline miss katae mama aku cuma dapet dikit sincia'an kemaren me dapet berapa her 12 juta katae kembali menguc 
898,0,kayanya aku gak pernah untung give away hmm
900,0,untuk kawan kawan aku yang hisap rokok tu aku sayang korang kalau boleh berhenti ye guys mungkin bukan sekarang kena 
902,1,mu gemes banget adminnya aku ga jadi marah 
